ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
Vci2eZYzA-c,30,40,"/m/04rlf,/m/07qv_x_","['low quality', 'metallic robotic sound effects', 'noisy', 'mono', 'industrial']","The low quality recording features metallic and robotic sound effects which makes it sound industrial. The recording is very noisy and in mono, as it was probably recorded with a phone.",4,False,True
VdYakZ4Yciw,30,40,"/m/02cjck,/m/04rlf,/m/07s34ls","['classical music', 'string composition', 'background car driving sounds', 'amateur recording', 'slow tempo']",A classical composition containing strings playing a short repeating melody. You can hear a lot of background noises that seem to come from cars racing. This is an amateur recording. This song may be playing sitting in a limousine.,6,False,True
Ve6Zy1BXBbY,30,40,"/m/0140xf,/m/015lz1,/m/02fxyj,/m/04rlf,/m/0l14jd,/m/0y4f8,/m/0ytgt","['amateur recording', 'low quality audio', ""child's voice"", 'vocables backing', 'acoustic guitar', 'no percussion', 'no other instruments', 'holiday song', 'slow tempo']",This low quality audio features a child singing the main melody. This is accompanied by other children's voices singing vocables in the background in harmony. An acoustic guitar strums chords. There are no other instruments in this song. This song has a holiday mood. This song can be played in a Christmas movie.,0,False,False
VeAomElRCJc,30,40,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04rzd,/m/07s0s5r,/m/0fx80y","['instrumental music', 'slow tempo', 'arabic music', 'poor audio quality', 'hissing noise', 'folk music', 'folk instrumental music', 'arabic percussions', 'stringed instruments', 'traditional muscle', 'subtle percussion rhythm', 'poignant', 'desert sands', 'arabian nights', 'gets adventure', 'historical', 'traditional music', 'strong bass line', 'no percussions']","The song is an instrumental. The song is a slow tempo with a stringed instrument playing a poignant melody, a strong bass line and a subtle percussive rhythm. The song is rich in tradition and poignant. The song has poor audio quality with hissing disturbances.",1,False,True
VeXcCHo5iMI,30,40,"/m/02bxd,/m/04rlf","['inhale', 'beatboxing', 'didgeridoo', 'noisy', 'buzzy', 'low quality', 'mono']","The low quality recording features a male beatboxing through a didgeridoo. There is a sound of inhaling too. The recording is noisy, in mono and buzzy, as it was recorded with a poor quality microphone.",4,False,True
VfARCp38XtA,70,80,"/m/015lz1,/m/04rlf,/m/06by7,/m/074ft,/m/07sbbz2,/m/07sr1lc","['rock', 'low quality', 'live performance', 'passionate male vocal', 'choir', 'solo brass melody', 'funky bass guitar', 'energetic drums', 'electric guitar melody', 'energetic', 'soulful', 'passionate', 'funky']","The low quality recording features a live performance of a rock song and it consists of passionate male vocal singing over energetic drums, funky bass guitar, electric guitar melody and solo brass melody. At the end of the loop, there is a short snippet of choir singing in harmony. Overall it sounds funky, energetic, soulful and passionate -  as a live performance should sound.",4,True,True
VfEJHqtsuIo,110,120,"/m/026z9,/m/04rlf","['low quality', 'electro', 'groovy bass', 'punchy kick', 'wide passionate female vocals', 'synth melody', 'echoing flat male vocal', 'male chants', 'snappy claps', 'shimmering hi hats', 'energetic', 'exciting']","The low quality recording features an electro song that consists of passionate female vocals singing over punchy kick, synth melody, male chants, snappy claps, shimmering hi hats, followed by echoing flat male vocals. It sounds energetic and exciting.",4,False,False
Vfcfj4OIJXE,30,40,"/m/04rlf,/m/06bxc,/m/07qb_dv","['instrumental hip-hop', 'electronic', 'rap beat', 'synth bass', 'keyboard', 'electronic drums', 'crisp', 'urban', 'groovy', 'modern', 'hip']",This is an instrumental hip-hop music piece. It is meant to be used as a rap beat. There is a fuzzy synth bass playing a groovy bass line with a mellow sounding keyboard playing alongside it. There is a loud electronic drum beat in the rhythmic background. This piece has a crisp and urban atmosphere. It could either be used as a rap beat or it could take place in the soundtrack of a crime movie/TV show with a modern city setting.,9,False,True
VgwsGjRk61M,20,30,"/m/02bxd,/m/04rlf,/m/04szw","['low quality', 'live performance', 'groovy didgeridoo', 'shimmering hi hats', 'snappy rimshots', '""4 on the floor"" kick pattern', 'playback', 'flat male vocal', 'loud', 'distorted', 'groovy']","The low quality recording features a groovy didgeridoo playing over playback that consists of a ""4 on the floor"" kick pattern and shimmering hi hats, followed by snappy rimshots. There is a flat male vocal talking at one point. The recording is loud, distorted and it sounds groovy overall.",4,False,True
Vi2posMLsrg,30,40,"/m/0283d,/m/04rlf,/m/07lnk,/m/07s72n,/m/08cyft,/m/0ggx5q,/m/0m0jc","['electronic music genre', 'low-pitch bass electronic sound', 'instrumental', 'no voice']","The electronic instrumental music features a melody played by a synth sound and being accompanied by other electronic sounds. In the low-register a bass electronic sound can be heard playing at times twice every beat, driving the pulse of the music. In the second half of the music excerpt another electronic sound can be heard in the upper register playing chords.",2,False,True
ViF7A7XODiw,30,40,"/m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5","['low quality', 'wide electric guitar melody', 'chorus effect', 'tinny switch sound effect']","The low quality recording contains a widely spread electric guitar melody played with chorus effect, which in the second part of the loop is turned off - judging by the sounds of the melody and a tinny switch sound effect.",4,False,True
VjXt63pqUgw,20,30,"/m/04rlf,/m/0790c,/m/0l14gg","['eerie sound', 'instrumental', 'amplified organ evil', 'goth rock', 'ominous', 'ambient', 'unnatural', 'horrorifying', 'hair raising', 'spine chilling', 'spooky', 'sound of silence', 'hollow sound', 'sinister']","This music section is instrumental. The tempo is slow with an amplified instrument playing a monotone Note with hollow sounds. The music is eerie, creepy, sinister, scary, spooky, mysterious, ominous, ambient and supernatural. This music is Goth Rock.",7,False,True
VjbRot21Hq0,30,40,"/m/0342h,/m/04rlf,/m/07s0s5r,/m/0b_fwt,/m/0fx80y","['low quality', 'noisy', 'electric guitar tuning', 'pitch changing']","The low quality recording features an electric guitar changing pitch as it is being tuned, string by string. The recording is very noisy.",4,False,True
VkVKGyWi2r4,30,40,"/m/04rlf,/m/07s8j8t,/m/07sbbz2","['low quality audio', 'distortion guitars', 'gallopping guitar', 'aggressive percussion', 'male voice', 'heavy metal', 'happy mood', 'moderate tempo', 'bass']",This heavy metal song features a male voice singing the main melody. This is accompanied by aggressive percussion playing in common time. The distortion guitar plays power chords with a galloping rhythm. The gallop is ended with an ascending lick. The bass follows the same pattern as the distortion guitar but plays only the root notes of the chords. This song is upbeat. The quality of the audio is low. This song can be used when a wrestler enters the WWE arena.,0,False,True
VkXLtUx-RmI,300,310,/m/0mkg,"['amateur recording', 'crickets chirping', 'digital accordion']",This audio contains crickets chirping. Then someone starts playing a digital accordion. This is an amateur recording.,6,False,False
VlXi2TxMXbc,130,140,"/m/085jw,/m/0l14j_","['flute', 'traditional chinese flute', 'chinese music', 'serene and enchanting melody', 'grasslands', 'marshlands', 'live recording', 'average audio quality']","This is a live recording of a musician playing a Chinese flute, otherwise known as a dizi. It is a calming and melodic piece - and you could imagine yourself walking peacefully through marshlands or grasslands. Though the melody is enchanting, the audio quality is average - with a slight fuzzy buzz present in the background.",3,False,False
VlgOLOoctm0,30,40,"/m/025td0t,/m/04rlf,/m/07pkxdp","['lullaby', 'melodic', 'instrumental', 'cover', 'medieval sound', 'lyre', 'cello', 'xylophone', 'bells', 'calming', 'soothing', 'sleep-inducing']",This is a lullaby version of a pop music piece. The main tune is played by a lyre which creates a medieval aura in the song. There is also a xylophone playing in the background with a supporting tune. A cello can be heard playing staccato notes for the bassline. An occasional bell percussion that sounds similar to a sleigh bell can be heard in the background. This could both be played in wholesome social media content and also due to its soothing nature in playlists meant to be played at bedtime for babies.,9,False,True
VlwbDjggUKk,30,40,"/m/01kcd,/m/06ncr","['no singer', 'instrumental', 'trumpet', 'keyboard', 'bass guitar', 'acoustic sounding drums', 'calming', 'soothing', 'slow tempo']",This is an instrumental trumpet music piece. The trumpet is playing a calming main melody while the keyboard and the bass guitar are playing in the background. There is a slow tempo acoustic sounding drum beat playing the rhythm. The atmosphere is soothing.This piece could be used in the soundtrack of an art movie. It could also be playing in the background at a sauna.,9,False,False
VnJeG9RGUVM,30,40,"/m/015y_n,/m/04rlf","['low quality', 'big band', 'wide reverberant brass section melody', 'shimmering cymbals', 'shimmering shakers', 'tinny percussive elements', 'tom rolls', 'bells melody', 'piano chords progression', 'smooth bass', 'soft kick', 'happy', 'fun', 'nostalgic', 'euphoric', 'vintage']","The low quality recording features a big band song that consists of wide reverberant brass section melody, shimmering shakers and cymbals, bells melody, piano chord progression, smooth bass and soft kick hits. There are some tom rolls that represent a transition into the next section. It sounds happy and fun, but it also gives off euphoric and nostalgic vibes, as it sounds vintage.",4,True,True
Vo6eT8eMMfQ,30,40,"/m/04rlf,/t/dd00035","['low quality', 'noisy', 'mono', 'crowd cheering', 'energetic', 'aggressive', 'punchy snare', 'punchy kick', 'aggressive electric guitar riffs', 'energetic cymbals', 'distorted bass guitar', 'hard rock']","The low quality recording features a live performance of a hard rock song that consists of punchy kick and snare hits, energetic cymbals, distorted bass guitar and aggressive electric guitar riffs. There are some crowd cheering sounds in the background. It sounds energetic, aggressive and the recording is noisy and in mono.",4,False,False
VpIhbDN58mA,30,40,"/m/011k_j,/m/04rlf","['low quality', 'epic', 'manic', 'energetic', 'percussive', 'huge percussive toms', 'huge low toms hits', 'low', 'combat soundtrack', 'reverberant']","The low quality recording features a huge percussive toms and huge low tom hits playing in a very large, reverberant space. It has a lot of low frequencies and it sounds energetic and epic, like a combat background music for a video game.",4,False,True
VpikuLP_9qQ,70,80,"/m/04rlf,/m/06bz3","['low quality', 'mono', 'noisy', 'camera shuttering sound effects', 'crowd yelling crowd effect', 'rock', 'passionate male vocal', 'distorted', 'crushed', 'vintage']","The low quality recording features a rock song sung by passionate male vocalists, after which there are camera shuttering and crowd yelling sound effects. The recording is in mono and overall it sounds distorted, crushed, noisy and vintage.",4,False,True
Vr7wbGcvFts,20,30,"/m/04rlf,/t/dd00031","['male voice', 'backing vocals', 'drums', 'bass guitar', 'acoustic guitar', 'uplifting atmosphere', 'bird chirping', 'children having fun']",The music features a male voice singing and being accompanied by backing vocals. The drums play a laid-back rhythm and together with the bass guitar drive the pulse of the music. An acoustic guitar is accompanying the singer lightly. In the background one can hear birds chirping and children having fun. The overall atmosphere is uplifting.,2,False,True
